name,id,minutes,contributor_id,submitted,n_steps,description,n_ingredients
khameh asal honey cream,335758,1,678366,2008-11-08,4.0,a great iranian breakfast and a good way to get the kids to eat dairy. my daughter loves honey (that's what she would like to eat every morning) so it's a good way for her to have it other than just with butter and bread.,2.0
khanom puto  a steamed sweet savory coconut muffin,498979,20,2785450,2013-04-15,6.0,"this is an asian fusion recipe with the flavor of thailand's khanom krok made in the style of a filipino puto mamon.

you can use a steamer, and some mini silicone muffin cups (if you don't have the proper puto making kit.)",13.0
khara masala chicken   my version,285552,35,573036,2008-02-09,6.0,very tasty dish,
khichadi  mixed rice and lentils,67922,50,6923,2003-08-01,,"if you want to make a complete meal and something healthy, try khichdi. it is the best meal to serve to children and people recovering from illness because it is easy to digest. serve it with plain yogurt, butter, or lemon pickle. (from the cookbook 'recipes with a spice - indian cuisine for balanced nutrition'",
khoresht e bademjan  eggplant stew,499875,140,2768689,2013-05-05,21.0,"this is a persian dish made with eggplant and beef in a tomato based sauce. 
the stew is eaten poured over steamed basmati rice.it's very delicious and my favorite persian dish to make!

check out my page for the recipe on how to make basmati rice.",13.0
khoriatiki salata  country salad,345459,15,287420,2008-12-29,,"this crunchy, colourful salad will bring back memories of sun-drenched days in the mediterranean. and the good news is that you can assemble it in just a few minutes.",
kibbeh,62891,55,80353,2003-05-22,,"a tasty, middle-eastern dish. i like this for lunch or as a snack.  recipe #59667 is the perfect accompaniment.",9.0
kibi,133486,95,235570,2005-08-15,21.0,"the pan should be 2-3"" deep
you will need 2 very large bowls
you will need a large knife
middle east stores will have the wheat but make sure it's medium ground.
have the butcher trim fat & grind lamb,you need the amount after the fat is trimmed.
use ""good"" spices
i put 3t.salt but this is to taste
syrian bread is thinner than pita
this dish is made with lamb and wheat as it's main ingredients. it goes far & freezes well after baking. i wrap 3 slices each pkg.to freeze & take out what we need.
this is ""healthy"" eating.any questions please contact me. carrie
 ps, this is the dish many eat raw with raw onions & olive oil over the top. ""yes,it's good raw"" and lamb is a very clean meat.",9.0
kick ass wopatui   party punch,256623,1440,601981,2007-10-02,,"this totally yummy, adult party punch, will kick your ass! the more fruit you add, the better! this is a very strong drink people! please be responsible and dont partake if you are planning to drive. this recipe makes about 25 gallons.",
kick butt roast,60711,1085,32772,2003-04-22,,you can serve this meat as a sandwich or as a main course.,
kick butt spaghetti sauce  out of a jar,347632,20,573544,2009-01-07,,"this is a conncoction i came up with tonight; i used hints and some 'secret' ingredients i've gathered from here and there.  my husband could not believe it was out a jar - i had to show him the jar to prove it.  go ahead and try this...you know you want to and believe me, i'll never tell it started with a jar!! enjoy!",
kick n chunky chicken tortilla soup,520434,50,336924,2015-01-08,12.0,a spicy chicken tortilla soup that warms your belly and makes your tastebuds dance! this recipe makes a lot so you can freeze half and reheat for another night.,23.0
kickin coleslaw,312164,15,176706,2008-07-05,,"i have had great coleslaw and i have had bad coleslaw, and this is my favorite way to make it.  this is my own recipe after years of experimentation :)",
kickin  baked rigatoni,221838,40,481092,2007-04-10,11.0,rigatoni with a kick!,8.0
kickin  flourless chocolate cake,389087,60,968247,2009-09-08,,flourless chocolate cake with pepper and cinnamon spice for an added kick.  a nice finish to any spicy meal.,
kickin  jalapeno tater tots  5fix,495702,35,2665098,2013-02-18,11.0,5-ingredient fix contest entry.  your friends and family will think you a genius when you dazzle them with these spicy homemade tots. you need not tell them how easy they were to make.,5.0
kickin  potato soup,271057,30,564317,2007-12-11,8.0,easy creamy potato soup and a little kick for flavor.,9.0
kid friendly fondue regards    tasty,421802,10,47892,2010-04-26,8.0,"you don't need a fondue pot to prepare and serve this dish, but it would make for a fun and interesting conversation piece with your children at the dining table. it may also be worth it to you to dust off your old fondue pot from the basement or look for one cheaply at a second hand store. a mild cheddar cheese will work in this recipe, too and if you don't have roasted garlic on hand, just go ahead and add a small pinch of salt-free garlic powder.",9.0
kid friendly pizza pasta,212858,12,302094,2007-02-21,,i am always struggling to find something that my 15mos. old can eat. i made him this one afternoon and it was a hit so i thought i would share it.,3.0
kid friendly veggie muffins,128256,35,144127,2005-06-30,,"sneak veggies into a finicky diet with these!  follow the recipe to the t for a super healthy well balanced snack, or use what you have and be happy they're eating any vegetables at all! okay, there's a little butter and sugar in there...we're trying to be sneaky remember?  i actually find these a bit bland but my kids scarfed them down  (even my 17 month old, who thinks food is strictly for throwing!).  if i were making them of me, i'd add more sugar.",11.0
kid pleasing strawberry cupcakes,93114,35,103876,2004-06-10,,these pillsbury bake off winning cupcakes use just a few ingredients and are very delicious. the kids especially like them.,4.0
kid safe  nut free  granola,465337,25,232480,2011-10-02,,"my kids love granola sprinkled over their yogurt, but they are still young enough that nuts are a choking hazard for them.  this recipe is a modification of my more ""adult"" one (variation at bottom) to make it safe for them to eat.  the taste reminds me a bit of a nature valley brand maple/brown sugar granola bar.  number of servings is a guess as it depends on whether you use the granola for yogurt or as a cereal with milk poured over or just as a snack.  a great oamc recipe too!",9.0
kid friendly chicken and biscuits,324414,50,311003,2008-09-10,,"this casserole is super-quick to put together, and after the chicken has been cooked at home or picked up roasted at the supermarket, it's simple enough that kids enjoy preparing it.  it's also a favorite of theirs to eat (and they even get a full serving of vegetables which are mixed in with the other ingredients).",7.0
kidd kraddick s famous brown bag turkey,267289,270,225566,2007-11-21,,"kidd kraddick is my favorite morning radio show, have been listening to him for about 13 years. he posts this recipe every year for thanksgiving. no this turkey recipe wont burn your house down because you are using a brown paper bag...but it will taste great!",
kiddie cinnamon rolls,399476,35,869184,2009-11-16,11.0,"my daughters attend cooking classes and one day they came home very proud with these cinnamon rolls. they are really, really good and easy enough that smaller kids can be part of the action. the recipe just states 'a mixture of sugar and cinnamon', the amount of cinnamon will depend on how 'cinnamon'ey' you want the rolls. the 2 tbsp in the recipe is a best guess.",7.0
kidney bean  tomato   red onion salad,264777,7,184530,2007-11-10,6.0,"i saw this on nigella bites last night and made it for lunch today.  we had it with crusty olive bread, but it would be nice as part of a buffet or picnic or as a potluck dish.  it's very quick and easy to make, healthy and quite tasty. i used one can of beans, vine-ripened tomatoes, and everything else as listed in the recipe.",6.0
kids berrynana smoothie,402555,5,51931,2009-12-05,1.0,"smoothie recipe i found in the healthy food section of parents magazine. i altered it slightly by adding blueberries and strawberries and increasing the yogurt and ice.  my daughter loved it, which i was surprised.  it isn't sweet at all.  you can taste all the fruit in it.  i enjoyed it, and i'm sure over time i'll get used to a non-sweet smoothie.  i liked this recipe because it didn't contain any fruit juice or sugar or honey.  very kid friendly.",6.0
kids favorite zucchini muffins,414113,40,1349786,2010-02-22,,my kids gobble these up and ask for me :d,14.0
kielbasa and fries casserole,242067,40,241696,2007-07-23,16.0,"one night my mom made up this easy recipe and my daughter begs for it weekly!  it's only 4 ingredients and takes 1/2 hour to cook! i have made it using fresh cut potatoes and it works out just as good, but just takes a little longer to cook. if you don't have a large enough skillet, i have included how to finish off in the oven as well.  i hope your family enjoys as much as mine!  ps.  tastes even better the next day!",4.0
kielbasa appetizer   2 ingredients,448434,50,538713,2011-02-08,4.0,"so incredibly simple, tasty, and is awesome for busy mom's (like me) who are always on the go!  try it...you'll like it!! :)",
